LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;BAD
24200;22763;47622;DebtCon;Other;23,00;0;0;126,92;1;10;23,04;0
24200;63229;89394;DebtCon;Other;15,00;0;0;84,67;0;16;35,60;0
24200;150939;183208;DebtCon;Other;1,00;0;0;205,78;0;34;39,66;0
24200;90626;116601;DebtCon;Self;2,00;0;0;226,12;1;27;34,50;0
24200;104005;158224;DebtCon;Mgr;14,00;0;0;175,62;0;25;33,99;0
24300;142000;175000;DebtCon;ProfExe;6,00;0;0;323,67;0;35;0,00;0
24300;70912;98353;DebtCon;ProfExe;9,00;1;0;126,24;3;26;36,37;0
24300;50826;68199;DebtCon;Other;7,00;0;0;71,18;1;19;36,50;0
24300;93520;137241;DebtCon;ProfExe;0,00;0;0;199,76;0;20;27,47;0
24300;41323;73309;DebtCon;Other;27,00;0;1;298,19;2;32;36,16;0
24300;110442;138581;DebtCon;Mgr;9,00;2;0;175,15;4;17;40,35;0
24300;236390;262210;HomeImp;Self;6,00;0;0;243,08;2;50;36,91;0
24300;55579;98320;DebtCon;ProfExe;1,00;0;0;187,02;0;26;33,47;0
24300;21660;48475;DebtCon;Other;26,00;0;0;102,78;0;10;23,25;0
24300;123686;153184;DebtCon;Mgr;4,00;0;0;298,28;0;25;36,34;0
24300;0;60628;DebtCon;Other;23,00;0;0;145,29;0;9;22,98;0
24300;42276;68775;DebtCon;Other;24,00;0;0;309,68;2;31;32,75;0
24400;110177;145000;DebtCon;Office;5,00;0;0;293,24;2;36;0,00;0
24400;119000;144400;DebtCon;Mgr;33,00;0;2;229,30;7;36;0,00;1
24400;88000;119100;HomeImp;Other;12,00;0;0;84,23;5;19;0,00;1
24400;237543;261393;HomeImp;Self;3,00;1;0;254,52;2;50;37,91;0
24400;69873;101484;DebtCon;Other;15,00;0;6;225,75;0;29;0,00;1
24400;50317;71327;DebtCon;Other;6,00;0;0;45,49;1;18;37,01;0
24400;119111;154860;DebtCon;Mgr;3,00;0;0;296,93;0;25;38,49;0
24400;147073;182069;DebtCon;Other;2,00;0;0;173,71;0;35;37,81;0
24400;26366;54775;DebtCon;Other;13,00;0;0;101,64;2;24;29,10;0
24400;0;59888;DebtCon;Other;0,00;0;0;288,23;0;19;38,58;0
24400;0;28900;HomeImp;Other;24,00;0;0;81,17;2;15;0,00;0
24400;109253;158257;DebtCon;Mgr;17,00;0;0;193,97;0;25;34,59;0
24400;93411;140031;HomeImp;ProfExe;6,00;0;0;177,51;0;32;31,03;0
24400;65233;96473;DebtCon;Other;15,00;0;0;80,10;1;17;35,44;0
24400;91316;147837;DebtCon;ProfExe;23,00;0;0;170,06;0;24;42,67;0
24400;80065;118423;DebtCon;ProfExe;8,00;0;1;126,54;0;18;26,27;0
24400;61260;103842;DebtCon;ProfExe;1,00;0;0;179,54;0;26;33,59;0
24400;217533;289931;HomeImp;ProfExe;6,00;0;3;471,89;0;55;31,34;0
24400;112178;159638;DebtCon;Mgr;17,00;0;0;197,97;0;26;33,13;0
24400;95843;123377;DebtCon;Self;2,00;0;0;201,98;1;26;32,90;0
24500;33537;57048;DebtCon;Other;14,00;0;0;99,38;1;24;28,50;0
24500;21470;52228;DebtCon;Other;25,00;0;0;124,56;0;11;23,89;0
24500;80072;107559;DebtCon;Other;18,00;0;0;194,88;0;12;39,21;0
24500;118251;158758;DebtCon;Mgr;2,00;0;0;282,65;0;24;38,84;0
24500;69615;94656;DebtCon;ProfExe;7,00;0;1;136,56;3;26;35,57;0
24500;134188;171658;DebtCon;Other;5,00;1;0;219,17;0;20;34,99;0
24500;67336;96060;DebtCon;ProfExe;8,00;0;1;142,34;3;25;35,98;0
24500;62490;97467;DebtCon;Other;14,00;0;0;96,97;1;17;34,98;0
24500;95736;134000;HomeImp;Mgr;1,50;0;1;122,50;2;20;0,00;1
24500;52000;84915;DebtCon;Office;0,40;0;1;93,17;0;23;0,00;0
24500;216787;281351;HomeImp;ProfExe;5,00;0;4;473,81;0;55;31,20;0
24500;0;51623;DebtCon;Other;0,00;0;0;91,86;0;12;28,88;0
24500;82756;122917;DebtCon;ProfExe;11,00;0;1;108,65;0;18;26,13;0
24500;123319;159934;DebtCon;Mgr;2,00;0;0;300,63;0;25;37,79;0
24500;0;35543;HomeImp;Other;21,00;0;0;83,11;1;15;29,86;0
24600;113034;165176;DebtCon;Mgr;15,00;0;0;194,84;0;26;32,77;0
24600;83099;113245;DebtCon;ProfExe;9,00;0;1;122,75;0;19;28,13;0
24600;71862;94704;DebtCon;Other;1,00;0;0;93,26;2;29;35,29;0
24600;41300;61700;DebtCon;Office;19,00;0;0;181,63;2;22;0,00;0
24600;135278;164559;DebtCon;Other;5,00;1;0;225,37;0;20;34,08;0
24600;75636;112956;DebtCon;ProfExe;1,00;1;0;318,55;3;42;0,00;1
24600;221331;289991;HomeImp;ProfExe;5,00;0;4;474,03;0;55;31,46;0
24700;55435;89663;DebtCon;Mgr;7,00;0;0;252,62;2;26;34,74;0
24700;149235;178454;DebtCon;ProfExe;5,00;0;0;324,14;0;34;38,71;0
24700;111107;163926;DebtCon;Mgr;15,00;0;1;170,63;1;26;32,93;0
24700;23231;54024;DebtCon;Other;24,00;0;0;118,15;0;11;23,27;0
24700;109377;133116;DebtCon;Mgr;10,00;1;0;184,36;5;17;40,20;0
24700;79347;108238;DebtCon;Other;0,00;1;0;45,63;6;49;47,00;1
24700;53925;83056;DebtCon;Mgr;4,00;0;0;251,19;2;25;34,89;0
24700;44306;74197;DebtCon;Other;5,00;0;0;73,72;1;18;35,44;0
24700;98900;115052;DebtCon;Other;23,00;0;0;239,43;1;26;41,70;0
24700;77022;112172;DebtCon;Mgr;9,00;0;1;306,87;2;28;30,12;0
24800;0;59934;DebtCon;Other;0,00;0;1;305,68;0;18;38,03;0
24800;0;63753;DebtCon;Other;0,00;0;0;300,76;0;19;40,13;0
24800;144410;211936;HomeImp;ProfExe;3,00;0;0;195,07;1;28;38,93;0
24800;109084;140355;DebtCon;Mgr;11,00;2;0;183,80;5;18;40,60;0
24800;0;45167;DebtCon;Other;0,00;0;0;84,74;0;12;28,46;0
24800;98139;121696;DebtCon;Self;3,00;0;0;208,52;1;27;32,64;0
24800;132000;165000;DebtCon;Mgr;19,00;0;0;187,67;4;35;0,00;1
24800;37200;67000;DebtCon;Other;10,00;1;8;242,47;4;23;0,00;1
24800;82670;106563;DebtCon;Mgr;8,00;0;0;302,98;2;28;30,96;0
24800;43287;72898;DebtCon;Other;8,00;0;0;87,01;1;18;34,03;0
24800;76220;102087;HomeImp;Mgr;6,00;0;1;126,64;0;32;48,57;1
24800;64537;93212;DebtCon;ProfExe;7,00;1;1;120,35;4;25;34,69;0
24900;46116;77519;DebtCon;Other;9,00;0;0;120,08;1;19;42,93;0
24900;60778;94374;DebtCon;Other;5,00;0;0;232,12;1;20;34,93;0
24900;17139;33269;DebtCon;Other;16,00;3;0;124,20;1;18;26,28;0
24900;134427;169444;DebtCon;Other;7,00;1;0;202,45;0;19;35,35;0
24900;89530;146815;DebtCon;ProfExe;19,00;1;0;164,77;1;25;39,35;0
24900;92168;143484;HomeImp;ProfExe;6,00;0;0;159,58;0;31;34,15;0
24900;62191;83694;HomeImp;Other;3,00;0;0;55,94;0;14;62,11;1
24900;51155;83000;DebtCon;Other;9,00;1;1;139,03;3;30;0,00;0
24900;139241;171296;DebtCon;Other;6,00;1;0;220,69;0;19;35,59;0
24900;77000;115006;DebtCon;Other;10,00;0;0;293,23;0;36;0,00;1
24900;0;48291;DebtCon;Other;0,00;0;0;94,08;0;12;25,62;0
25000;74800;105000;DebtCon;Mgr;10,00;0;5;163,30;2;46;0,00;1
25000;0;60685;DebtCon;Other;0,00;0;0;311,94;0;19;39,42;0
25000;60504;93907;DebtCon;Office;1,00;0;0;99,99;0;23;33,49;0
25000;95651;148280;DebtCon;ProfExe;21,00;1;0;154,57;0;24;42,70;0
25000;47032;75957;DebtCon;Other;9,00;0;7;259,47;3;22;40,79;1
25000;0;62619;DebtCon;Other;26,00;0;0;112,97;0;8;21,26;0
25000;109000;175000;DebtCon;Sales;17,00;0;0;298,33;1;31;0,00;0
25000;94000;125000;DebtCon;Office;11,00;0;1;151,13;0;29;0,00;0
25000;99348;200000;DebtCon;Other;23,00;0;0;199,83;0;19;0,00;0
25000;149000;202500;HomeImp;Other;11,00;0;0;256,67;2;34;0,00;0
25000;177000;226000;DebtCon;ProfExe;0,40;0;0;305,13;1;33;0,00;0
25000;136375;236250;HomeImp;ProfExe;29,00;0;0;354,10;1;19;0,00;0
25000;19600;71000;DebtCon;Other;0,00;2;2;93,33;2;26;0,00;0
25000;145000;185000;HomeImp;Self;2,00;0;0;176,50;1;17;0,00;0
25000;57459;96000;DebtCon;Other;16,00;0;1;133,77;0;30;0,00;0
25000;188545;241279;DebtCon;Other;9,00;0;0;102,50;2;26;0,00;0
25000;84000;120000;DebtCon;Other;1,50;0;0;188,77;2;25;0,00;0
25000;94000;141750;DebtCon;Mgr;22,00;0;0;209,00;0;13;0,00;0
25000;77590;108290;DebtCon;Office;10,00;0;1;396,73;0;45;0,00;0
25000;126462;207200;DebtCon;ProfExe;10,00;0;0;239,80;3;27;0,00;0
25000;89000;122000;DebtCon;ProfExe;0,00;1;0;193,80;3;38;0,00;0
25000;199000;236200;HomeImp;Other;8,00;0;0;133,37;1;42;0,00;0
25000;140000;183600;DebtCon;ProfExe;12,60;0;1;148,13;0;37;0,00;0
25000;22800;49523;DebtCon;Other;36,00;0;0;281,07;1;24;0,00;0
25000;0;113000;DebtCon;Mgr;9,00;1;0;168,40;0;27;0,00;0
25000;65000;99000;DebtCon;ProfExe;12,00;0;0;283,07;1;33;0,00;0
25000;42632;71000;DebtCon;Other;24,00;0;1;284,93;1;30;0,00;0
25000;71700;122500;DebtCon;Office;0,00;0;0;303,40;1;24;0,00;0
25000;69300;111800;DebtCon;Other;5,00;0;0;95,37;2;32;0,00;0
25000;127491;178453;DebtCon;Mgr;1,00;0;0;120,40;0;39;0,00;0
25000;65700;93400;DebtCon;Office;10,00;0;0;149,17;0;21;0,00;0
25000;98500;130000;DebtCon;Other;5,00;0;1;201,83;4;43;0,00;1
25000;46451;89600;DebtCon;Office;10,00;1;2;95,37;2;15;0,00;1
25000;71081;112500;DebtCon;Mgr;3,00;2;0;87,20;1;27;0,00;1
25000;26743;57000;DebtCon;Other;2,00;0;0;90,60;3;19;0,00;1
25000;184000;232760;DebtCon;Other;4,00;0;4;230,10;2;44;0,00;1
25000;160000;220000;DebtCon;Other;7,00;0;6;228,07;2;35;0,00;1
25000;82000;128325;DebtCon;Mgr;0,00;0;1;10,13;0;41;0,00;1
25000;95000;127000;HomeImp;ProfExe;15,00;1;2;296,20;2;27;0,00;1
25000;105750;141000;HomeImp;Office;15,00;1;2;305,37;2;14;0,00;1
25000;0;72970;DebtCon;ProfExe;1,80;4;0;198,80;0;18;0,00;1
25000;117500;165000;DebtCon;ProfExe;17,50;0;3;239,40;1;27;0,00;1
25000;123184;200000;DebtCon;Other;12,00;0;1;160,30;1;32;0,00;1
25000;90000;128000;DebtCon;Other;10,00;1;1;73,03;5;40;0,00;1
25000;0;48700;DebtCon;ProfExe;11,00;0;3;41,57;3;6;0,00;1
25000;101250;135000;DebtCon;Self;3,00;0;0;301,30;4;46;0,00;1
25000;175225;211000;DebtCon;ProfExe;13,00;1;2;148,13;4;53;0,00;1
25000;59000;34000;DebtCon;Sales;10,00;4;2;125,83;7;23;0,00;1
25000;106282;167500;HomeImp;ProfExe;14,00;2;4;198,87;2;28;0,00;1
25000;191600;231000;DebtCon;Other;0,00;0;3;106,80;1;27;0,00;1
25000;132000;165000;DebtCon;ProfExe;10,00;0;0;196,83;1;29;0,00;1
25000;122000;151200;DebtCon;Office;1,00;1;6;262,33;3;30;0,00;1
25000;104000;188500;DebtCon;Other;0,70;0;11;194,80;1;14;0,00;1
25000;86000;120000;DebtCon;Mgr;6,00;2;1;105,53;8;16;0,00;1
25000;11300;154340;DebtCon;Other;19,00;1;5;119,67;1;21;0,00;1
25000;39000;72500;DebtCon;Other;3,00;0;1;114,67;3;22;0,00;1
25000;112000;157000;DebtCon;Office;5,50;0;0;63,90;3;9;0,00;1
25000;103700;172762;DebtCon;Other;4,00;0;0;0,00;0;0;0,00;1
25000;75110;114208;DebtCon;Mgr;3,00;2;0;83,05;1;27;45,74;1
25000;0;45764;DebtCon;Other;0,00;0;0;107,14;0;12;27,78;0
25000;135501;184613;DebtCon;Mgr;0,00;0;0;119,53;0;39;30,66;0
25000;0;35000;DebtCon;Other;10,00;1;0;88,93;0;14;0,00;0
25000;83624;116976;DebtCon;ProfExe;9,00;0;0;129,55;0;19;29,43;0
25000;72077;104294;DebtCon;Mgr;1,00;0;0;232,05;4;24;40,65;0
25000;36108;84365;HomeImp;Other;23,00;0;0;248,85;0;7;26,03;0
25100;28778;50872;DebtCon;Other;28,00;0;0;304,20;0;12;31,60;0
25100;147622;187441;HomeImp;Self;3,00;0;0;170,48;0;16;41,52;0
25100;77088;111568;DebtCon;Mgr;7,00;0;0;288,01;2;29;32,55;0
25100;21490;71571;DebtCon;Other;0,00;1;1;101,93;1;25;30,44;0
25100;28244;48375;DebtCon;Other;28,00;0;0;303,10;0;13;31,69;0
25100;46614;69750;DebtCon;Office;17,00;0;0;193,25;1;22;33,72;0
25100;0;59783;DebtCon;Other;0,00;0;0;307,75;0;19;39,28;0
25100;65633;100776;DebtCon;Other;15,00;0;1;141,94;0;29;40,62;0
25100;41314;71357;DebtCon;Office;19,00;0;0;183,63;1;22;33,67;0
25100;58042;98964;DebtCon;Other;16,00;0;1;125,80;0;29;38,37;0
25100;26889;47061;DebtCon;Other;28,00;0;0;318,90;0;13;31,32;0
25100;118559;150172;DebtCon;Office;4,00;0;0;279,20;1;37;42,99;0
25100;26211;42517;DebtCon;Other;28,00;0;0;313,34;0;12;31,30;0
25100;96627;128022;DebtCon;ProfExe;1,00;0;0;197,63;3;37;35,98;0
25100;66938;92544;DebtCon;ProfExe;8,00;1;1;135,67;4;26;34,57;0
25100;23269;75668;DebtCon;Other;0,00;2;1;73,32;2;25;28,17;0
25100;143881;243809;HomeImp;ProfExe;27,00;0;0;353,99;1;18;39,88;0
25100;73398;115065;DebtCon;Other;5,00;0;0;88,61;2;31;42,05;0
25100;44639;75412;DebtCon;Other;22,00;0;1;284,91;0;29;39,52;0
25100;24205;54464;DebtCon;Other;25,00;0;0;116,44;0;11;22,46;0
25100;137489;168216;DebtCon;Other;7,00;1;0;211,21;1;20;34,77;0
25100;108235;201918;DebtCon;Other;24,00;0;0;199,49;0;19;23,65;0
25200;94712;127247;DebtCon;Office;8,00;0;0;166,82;0;30;39,03;0
25200;55283;103324;DebtCon;ProfExe;0,00;0;0;181,45;0;26;32,92;0
25200;63258;100392;DebtCon;ProfExe;0,00;0;0;194,70;0;25;35,27;0
25200;22773;72541;DebtCon;Other;0,00;1;2;92,58;1;26;30,42;0
25200;51789;75569;DebtCon;Other;25,00;0;1;281,93;1;30;40,87;0
25200;26255;50963;DebtCon;Other;24,00;0;0;302,43;0;12;31,26;0
25200;137054;207511;HomeImp;ProfExe;4,00;0;0;188,57;0;27;39,96;0
25200;0;68083;DebtCon;Other;26,00;0;0;128,42;0;8;21,06;0
25200;75037;102227;DebtCon;Office;9,00;0;0;148,73;0;21;37,24;0
25200;73168;93608;DebtCon;Office;9,00;0;0;151,12;0;21;35,59;0
25200;55823;90658;DebtCon;Office;0,00;0;0;85,31;0;22;35,57;0
25200;69510;90781;DebtCon;ProfExe;6,00;0;1;143,83;4;25;35,33;0
25200;74038;114722;DebtCon;Mgr;9,00;0;1;304,00;1;28;31,36;0
25300;60084;88898;DebtCon;Other;7,00;0;0;227,09;0;19;36,44;0
25300;137813;214014;HomeImp;ProfExe;5,00;0;0;187,19;0;27;38,66;0
25300;139427;245988;HomeImp;ProfExe;28,00;0;0;366,11;1;18;36,28;0
25300;115226;153900;DebtCon;Office;6,00;0;0;303,01;2;36;41,72;0
25300;118744;153552;DebtCon;Office;5,00;0;0;307,88;1;35;43,47;0
25300;0;33975;HomeImp;Other;23,00;0;0;79,16;2;14;27,18;0
25300;22361;50688;DebtCon;Other;24,00;0;0;125,41;0;11;25,18;0
25300;122933;157009;DebtCon;Mgr;3,00;0;0;280,57;0;24;38,74;0
25300;51261;87025;DebtCon;Mgr;4,00;0;0;249,84;2;25;31,66;0
25300;56393;86612;DebtCon;Mgr;6,00;0;0;258,15;1;25;33,19;0
25300;46780;62536;DebtCon;Office;18,00;0;0;189,14;0;22;30,75;0
25300;62540;101165;DebtCon;ProfExe;0,00;0;0;195,45;0;25;35,20;0
25400;76194;98188;DebtCon;Mgr;0,00;0;0;245,27;5;23;42,14;0
25400;107343;192642;DebtCon;Other;1,00;0;10;192,67;1;14;35,76;1
25400;61907;87133;DebtCon;Office;0,00;0;1;81,49;0;22;34,36;0
25400;149364;210724;HomeImp;Other;10,00;0;0;266,51;1;34;41,62;0
25400;82553;107422;DebtCon;Mgr;9,00;1;0;305,76;2;29;32,72;0
25400;44800;78000;DebtCon;Other;21,00;0;0;211,03;1;27;0,00;0
25400;158111;209649;HomeImp;Other;10,00;0;0;254,34;1;34;43,14;0
25400;83943;129189;DebtCon;Mgr;0,00;1;1;5,24;0;41;42,93;1
25400;62906;96327;DebtCon;Other;17,00;0;0;110,62;1;16;33,76;0
25400;138132;243327;HomeImp;ProfExe;27,00;0;0;349,94;0;19;37,82;0
25400;69035;108365;DebtCon;ProfExe;13,00;0;0;281,22;1;33;39,54;0
25400;61771;105880;DebtCon;Other;17,00;0;1;130,15;0;29;37,20;0
25400;0;45369;DebtCon;Other;0,00;0;0;87,26;0;12;27,53;0
25500;135728;178942;DebtCon;Mgr;0,00;0;0;133,96;0;38;32,43;0
25500;0;31777;HomeImp;Other;23,00;0;0;82,29;3;15;28,08;0
25500;143881;178914;DebtCon;ProfExe;7,00;0;0;323,02;0;35;37,58;0
25500;63967;87239;DebtCon;Other;6,00;0;0;0,00;0;0;33,05;1
25500;79689;117577;DebtCon;ProfExe;9,00;0;0;114,97;0;19;26,48;0
25500;44562;79481;DebtCon;Other;10,00;0;0;126,28;1;19;40,25;0
25500;25828;44166;DebtCon;Other;0,00;0;1;187,86;0;17;39,43;1
25500;50847;79738;DebtCon;Other;20,00;0;0;204,68;0;26;35,86;0
25500;79593;113063;DebtCon;ProfExe;9,00;0;0;135,74;0;19;28,04;0
25500;113204;184561;DebtCon;Sales;17,00;1;0;308,96;1;31;34,36;0
25500;84267;117833;DebtCon;ProfExe;12,00;0;1;123,76;0;18;27,47;0
25500;235839;267506;HomeImp;Self;5,00;0;0;240,22;3;51;39,05;0
25500;0;121708;DebtCon;Mgr;8,00;1;0;151,97;0;27;33,16;0
25500;0;44707;DebtCon;Other;0,00;0;0;95,60;0;12;27,50;0
25500;32458;52329;DebtCon;Other;15,00;0;0;105,78;2;24;29,87;0
25500;0;43031;DebtCon;Other;0,00;0;0;89,17;0;13;28,87;0
25500;73083;126995;DebtCon;Office;1,00;0;0;289,20;1;24;37,32;0
25600;0;51974;DebtCon;Other;0,00;0;0;100,68;0;13;28,12;0
25600;47936;80600;DebtCon;Other;23,00;0;1;290,48;0;30;37,73;0
25600;241570;264772;HomeImp;Self;4,00;1;0;260,74;2;50;37,38;0
25600;196689;247025;DebtCon;Other;8,00;0;0;105,43;1;25;42,67;0
25600;58606;89508;DebtCon;Other;8,00;1;0;140,71;2;30;41,67;0
25600;78441;128814;DebtCon;Office;2,00;0;0;310,50;1;24;38,74;0
25600;240092;263958;HomeImp;Self;5,00;1;0;245,68;2;51;38,97;0
25600;111000;153000;DebtCon;ProfExe;7,00;0;0;112,63;3;27;0,00;0
25600;46000;80000;DebtCon;Other;0,00;0;0;135,90;2;19;0,00;1
25600;76383;103544;DebtCon;Mgr;0,00;0;0;222,24;5;24;42,94;0
25600;105480;126389;DebtCon;Mgr;25,00;0;2;307,40;2;35;36,76;1
25600;50910;87358;DebtCon;Other;19,00;2;0;104,41;0;27;42,68;1
25600;144616;211230;HomeImp;ProfExe;7,00;0;0;199,09;0;27;39,00;0
25600;65030;92453;DebtCon;Other;5,00;0;0;0,00;0;0;35,03;1
25600;77123;103014;DebtCon;Mgr;1,00;0;0;231,79;3;24;43,67;0
25600;140649;212089;HomeImp;ProfExe;4,00;0;0;187,87;0;29;40,03;0
25600;76102;119391;DebtCon;Other;5,00;0;0;87,63;1;32;40,93;0
25600;139746;210298;HomeImp;ProfExe;6,00;0;0;185,11;1;28;38,37;0
25700;94295;143788;DebtCon;Mgr;23,00;0;0;220,73;0;13;42,36;0
25700;31333;56733;DebtCon;Other;13,00;0;0;97,09;2;25;30,62;0
25700;32039;54499;DebtCon;Other;15,00;0;0;114,81;2;24;31,14;0
25700;189995;250814;DebtCon;Other;9,00;0;0;100,80;1;25;41,01;0
25700;26059;51800;DebtCon;Other;24,00;0;0;118,03;0;10;23,09;0
25700;50800;85000;DebtCon;Other;23,00;1;2;184,27;1;20;0,00;0
25700;197425;242602;DebtCon;Other;8,00;0;0;102,96;2;26;41,28;0
25700;43881;69954;DebtCon;Other;10,00;0;0;126,47;0;20;40,77;0
25700;83733;116386;DebtCon;Office;8,00;0;1;397,87;0;44;41,87;0
25700;32613;63065;DebtCon;Other;0,00;0;0;218,49;0;22;41,21;1
25700;23047;76575;DebtCon;Other;0,00;2;1;104,57;2;26;29,30;0
25700;103598;144594;DebtCon;Mgr;19,00;0;0;217,94;0;13;41,14;0
25700;63054;104624;DebtCon;Other;15,00;0;1;132,11;0;29;40,21;0
25800;140785;208421;HomeImp;ProfExe;3,00;0;0;176,27;0;28;39,75;0
25800;0;63456;DebtCon;Other;25,00;0;0;148,82;0;8;22,07;0
25800;0;68913;DebtCon;Other;26,00;0;0;123,64;0;9;22,93;0
25800;70804;106892;DebtCon;ProfExe;12,00;0;0;291,07;1;33;40,77;0
25800;82058;116330;DebtCon;ProfExe;11,00;0;1;128,45;0;18;27,99;0
25800;112388;180313;DebtCon;Sales;16,00;0;0;295,55;0;31;33,24;0
25800;137140;167096;DebtCon;Other;7,00;0;1;209,09;1;19;36,19;0
25800;0;51824;DebtCon;Other;0,00;0;0;89,60;0;12;28,55;0
25900;201877;239546;HomeImp;Other;6,00;0;0;134,85;0;42;40,40;0
25900;42105;73249;DebtCon;Other;2,00;0;0;109,21;3;22;31,81;1
25900;118965;154728;DebtCon;ProfExe;8,00;0;0;101,20;3;26;32,60;0
25900;0;33888;HomeImp;Other;24,00;0;0;73,86;2;14;28,24;0
25900;108319;135884;DebtCon;Mgr;8,00;1;0;188,38;5;18;40,50;0
25900;145700;211151;HomeImp;ProfExe;6,00;0;0;182,17;1;27;38,48;0
25900;80663;122372;DebtCon;ProfExe;10,00;0;1;133,67;0;18;26,57;0
25900;152071;185893;HomeImp;Self;0,00;0;0;185,54;0;16;40,64;0
25900;59575;85837;DebtCon;Other;22,00;0;1;189,76;0;19;24,87;0
25900;56784;91401;DebtCon;Office;2,00;0;1;90,16;0;23;34,10;0
25900;58693;86469;DebtCon;Office;1,00;0;1;94,13;0;23;32,13;0
25900;21852;57518;HomeImp;Other;2,00;0;0;80,17;2;11;31,98;1
25900;61064;94714;DebtCon;Office;2,00;0;0;98,81;0;23;34,57;0
26000;43314;71303;DebtCon;Other;8,00;0;7;246,32;3;23;43,22;1
26000;150773;179077;DebtCon;Other;1,00;0;0;186,91;0;35;38,71;0
26000;238005;260479;HomeImp;Self;5,00;1;0;242,29;2;51;35,46;0
26000;100548;207647;DebtCon;Other;22,00;0;0;218,60;0;18;26,56;0
26000;107291;137426;DebtCon;Mgr;9,00;2;0;191,57;4;18;40,77;0
26000;45963;74279;DebtCon;Other;20,00;0;0;295,67;1;29;37,92;0
26000;222681;286283;HomeImp;ProfExe;6,00;0;4;485,95;0;55;33,24;0
26000;139904;172310;DebtCon;Other;6,00;1;0;204,11;0;19;34,83;0
26000;75034;100852;DebtCon;Office;10,00;0;0;152,35;0;20;36,36;0
26000;58794;91413;DebtCon;Other;5,00;0;0;230,68;0;19;38,00;0
26000;119553;158687;DebtCon;Mgr;5,00;0;0;290,76;0;24;36,98;0
26000;81764;118388;DebtCon;ProfExe;9,00;0;0;130,19;0;18;28,15;0
26000;20119;54563;DebtCon;Other;24,00;0;0;126,99;0;11;25,62;0
26000;47067;63292;DebtCon;Office;17,00;0;0;174,62;2;21;33,67;0
26100;0;36277;DebtCon;Other;9,00;0;0;79,33;0;13;20,52;0
26100;75164;108483;DebtCon;Mgr;7,00;0;0;300,84;2;28;30,07;0
26100;113266;182082;DebtCon;Sales;18,00;0;0;304,85;1;31;33,19;0
26100;150464;203202;HomeImp;Other;10,00;0;0;248,48;1;33;43,11;0
26100;0;35271;DebtCon;Other;9,00;0;0;96,53;0;14;23,32;0
26100;80176;113247;DebtCon;Mgr;9,00;0;1;294,75;1;29;33,19;0
26100;0;120470;DebtCon;Mgr;7,00;0;0;161,29;0;27;34,13;0
26100;103949;208432;DebtCon;Other;23,00;0;0;202,59;0;18;23,29;0
26100;50605;77841;DebtCon;Other;21,00;0;0;286,45;1;31;41,17;0
26100;20566;50534;DebtCon;Other;24,00;0;0;140,55;1;10;24,10;0
26200;105096;136580;DebtCon;Mgr;9,00;2;0;181,36;4;17;39,19;0
26200;75096;120859;DebtCon;Other;4,00;0;0;107,18;2;31;38,55;0
26200;77952;113285;DebtCon;Other;5,00;0;0;90,02;1;31;39,39;0
26200;141109;245422;HomeImp;ProfExe;28,00;0;0;343,79;1;18;38,11;0
26200;72648;123582;DebtCon;Office;0,00;1;0;331,35;0;23;37,55;0
26200;49323;77160;DebtCon;Other;23,00;0;1;286,18;0;29;39,68;0
26200;149599;181869;DebtCon;Other;1,00;0;0;204,03;0;35;39,80;0
26200;100931;132627;DebtCon;Office;11,00;0;1;169,03;0;28;41,09;0
26200;51599;87148;DebtCon;Other;0,00;0;0;129,93;2;19;0,00;1
26200;189252;241754;DebtCon;Other;9,00;0;0;97,31;2;25;40,31;0
26300;87291;122531;DebtCon;ProfExe;10,00;0;1;128,48;0;18;27,84;0
26300;0;37310;HomeImp;Other;26,00;0;0;92,86;2;15;27,22;0
26300;94337;123054;DebtCon;ProfExe;0,00;1;0;204,92;2;38;35,73;0
26300;147600;184207;DebtCon;ProfExe;5,00;0;0;310,35;0;35;38,24;0
26300;118304;177819;DebtCon;Sales;17,00;0;0;299,22;1;30;34,37;0
26300;25685;51023;DebtCon;Other;35,00;0;0;261,47;0;23;40,09;0
26300;52394;93307;DebtCon;Other;24,00;0;1;184,66;0;19;23,55;0
26300;58369;88124;DebtCon;Other;7,00;0;0;234,22;1;20;37,16;0
26300;52296;91041;DebtCon;Other;24,00;1;2;193,85;0;19;24,89;0
26300;0;51055;DebtCon;Other;0,00;0;0;70,25;0;14;28,21;0
26300;114956;147793;DebtCon;Office;3,00;0;0;296,56;2;35;43,81;0
26300;0;45913;DebtCon;Other;0,00;0;0;92,58;0;13;27,92;0
26300;0;43472;DebtCon;Other;0,00;0;0;90,08;0;12;28,69;0
26300;25530;79885;DebtCon;Other;0,00;1;1;105,64;2;26;29,93;0
26300;78851;109090;DebtCon;Office;8,00;0;0;405,43;0;44;42,34;0
26300;189302;249773;DebtCon;Other;7,00;0;0;106,61;1;26;42,77;0
26300;94916;127526;DebtCon;ProfExe;0,00;0;0;195,85;2;37;36,02;0
26400;43781;66030;DebtCon;Office;17,00;0;0;184,38;2;21;31,49;0
26400;79163;123792;DebtCon;Office;0,00;0;0;310,61;0;24;38,11;0
26400;73679;98614;DebtCon;Office;10,00;0;0;151,63;0;20;38,16;0
26400;130672;212536;DebtCon;ProfExe;10,00;0;0;221,51;3;26;20,27;0
